trl,alpha1_opt,alpha2_opt,alpha3_opt
51,0.154045873331657,0.965188947214038,0.0442928491277918
52,0.154525569125459,0.961433039642661,0.0435346213830716
53,0.148352157706501,0.964486612626036,0.0432293437615721
54,0.139889479508848,0.972197090372108,0.0427126792757439
55,0.128725988759343,0.989755129848899,0.0420903884858927
56,0.11991204470022,1.01703477549068,0.0411663224442026
57,0.113812858352812,1.04793021725877,0.0399667922037856
58,0.108469730891645,1.08145086771465,0.0387381915468394
59,0.103711598111713,1.11692500809549,0.0375205278241172
60,0.149934140296992,1.15388511224743,0.0370601236660014
61,0.178592922917019,1.07759297400658,0.0366659720741349
62,0.153862615971781,1.0453453027426,0.0386035208726278
63,0.140422518403442,1.04235143309632,0.0393326752641376
64,0.130237225359535,1.04600888207215,0.0391527392674174
65,0.122411238380093,1.06407427614161,0.0387907957227204
66,0.119525239238094,1.082841431414,0.0379902534946847
67,0.114429252787897,1.10218032834761,0.0372186140578448
68,0.107993792501107,1.12735648668845,0.0364821959698048
69,0.102564774978565,1.15664739092968,0.0356296934100273
70,0.0969974154888057,1.1889150139633,0.034725681700058
71,0.0914647592804748,1.22555523041339,0.0338097048412392
72,0.0888761553829233,1.26533823352704,0.0328470369246646
73,0.0923533310776641,1.3017798290489,0.0318744231401332
74,0.0993151323562536,1.32481613774037,0.0310311912060076
75,0.101049668994383,1.33558326117719,0.0304957256619388
76,0.103129914704866,1.34904751328564,0.0302219210816373
77,0.104297858566858,1.35134159010849,0.0298999322085742
78,0.105932504853846,1.35831416221287,0.0298008307948872
79,0.112303796159314,1.35493805633397,0.0296127398375418
80,0.110156753895886,1.34252259798141,0.029620922182347
81,0.109098120605862,1.34452011222522,0.0298074955358776
82,0.115395883062417,1.33686233221998,0.0297110428366619
83,0.121530802393267,1.32087199119154,0.0297971251704599
84,0.12749336820216,1.29787833059232,0.030042043829632
85,0.13327127731182,1.26918156151481,0.030426222865423
86,0.154172803626117,1.23602412513601,0.0310023224849404
87,0.15659634166105,1.1643121537362,0.0316850394843586
88,0.163852124734489,1.13121742582178,0.0333181413739383
89,0.193408233137372,1.06522535770435,0.0341698781823623
90,0.212112934120258,0.982135622685702,0.0359533590869578
