__lmer_samples__,expected,rel_pupil,rts,subID
30,expected,0.0643679347405302,-109.16747769667472,38
30,unexpected,0.011453347422592408,-121.16747769667472,38
30,expected,0.043319894030990944,-20.167477696674723,38
30,expected,0.08268124687544107,558.8325223033253,38
30,expected,-0.0361067134780364,-98.16747769667472,38
30,expected,-0.08135720127863322,-125.16747769667472,38
30,unexpected,0.13055017916815187,346.8325223033253,38
30,expected,0.00976187585753383,-76.16747769667472,38
30,expected,0.03645291551665122,-20.167477696674723,38
30,expected,0.11582792291006391,19.832522303325277,38
30,unexpected,0.0900276520110301,183.83252230332528,38
30,expected,-0.010777289759941766,110.83252230332528,38
30,expected,-0.007865114600386792,-176.16747769667472,38
30,expected,0.14987353392645747,545.8325223033253,38
30,expected,0.02922320144616486,158.83252230332528,38
30,expected,0.004417071356877278,-122.16747769667472,38
30,expected,-0.004559492213049498,804.8325223033253,38
30,unexpected,0.0016383907993724911,241.83252230332528,38
30,expected,0.06096784481059285,206.83252230332528,38
30,expected,0.06300816109915611,255.83252230332528,38
30,expected,-0.07503352463108329,-173.16747769667472,38
30,expected,0.08295318250201808,11.832522303325277,38
30,unexpected,0.05129474694286955,152.83252230332528,38
30,expected,0.014151563273165113,-27.167477696674723,38
30,unexpected,0.036300769025405355,368.8325223033253,38
30,expected,-0.01410342257274646,659.8325223033253,38
30,expected,0.11512640528443359,43.83252230332528,38
30,unexpected,0.14575993333903772,271.8325223033253,38
30,expected,0.26476879004123444,774.8325223033253,38
30,expected,0.024043792521892725,-64.16747769667472,38
30,expected,0.057313688151148415,234.83252230332528,38
30,unexpected,-0.005639376827761433,538.8325223033253,38
30,expected,0.04502840212383448,-94.16747769667472,38
30,expected,-0.026086330206881315,-93.16747769667472,38
30,expected,-0.020457009424372785,31.832522303325277,38
30,expected,-0.0670743611785051,-98.16747769667472,38
30,expected,-0.054946857865421486,21.832522303325277,38
30,expected,0.06976170742094334,-38.16747769667472,38
30,expected,0.0976758580357799,825.8325223033253,38
30,expected,-0.0352032823119409,81.83252230332528,38
30,unexpected,-0.009032419701223215,177.83252230332528,38
30,expected,0.07732027295081023,334.8325223033253,38
30,expected,-0.001983439102015749,-28.167477696674723,38
30,expected,0.004467838805298152,-80.16747769667472,38
30,expected,0.03147240987437248,20.832522303325277,38
30,expected,-0.02114435764702751,109.83252230332528,38
30,expected,-0.00926818286690847,74.83252230332528,38
30,expected,0.038430505293052565,-62.16747769667472,38
30,expected,0.029828756162667957,416.8325223033253,38
30,expected,0.12379193298692703,439.8325223033253,38
30,expected,-0.0050893486529338,607.8325223033253,38
30,expected,-0.006750659201186204,1046.8325223033253,38
30,expected,-0.03296539889690919,122.83252230332528,38
30,expected,-0.01245695990408655,759.8325223033253,38
30,expected,0.10988709768851512,598.8325223033253,38
30,unexpected,-0.07540963721539998,46.83252230332528,38
30,expected,0.028631124087349802,363.8325223033253,38
30,unexpected,0.0059241088612219436,11.832522303325277,38
30,expected,-0.07724085498026075,-68.16747769667472,38
30,unexpected,-0.056415360988477256,393.8325223033253,38
30,expected,0.07127957315217696,23.832522303325277,38
30,expected,-0.05898999693888927,421.8325223033253,38
30,expected,0.07775497120880184,291.8325223033253,38
30,expected,-0.011703101427397522,703.8325223033253,38
30,expected,0.10054245726142783,399.8325223033253,38
30,unexpected,-0.054799441152756014,1074.8325223033253,38
30,expected,0.08270754907595537,105.83252230332528,38
30,expected,-0.12312515893029108,155.83252230332528,38
30,expected,0.12769932808047363,705.8325223033253,38
30,expected,-0.13011959622508323,19.832522303325277,38
30,expected,0.02342018316791892,36.83252230332528,38
30,expected,0.0634390591422059,105.83252230332528,38
30,expected,-0.07885108135754515,1016.8325223033253,38
30,expected,0.06172204961078816,311.8325223033253,38
30,unexpected,-0.04727663263968984,30.832522303325277,38
30,expected,0.09640382745198446,591.8325223033253,38
30,expected,0.009531419761836713,-12.167477696674723,38
30,expected,0.06235687737416309,124.83252230332528,38
30,unexpected,-0.03452910106792273,186.83252230332528,38
30,expected,0.006787271780088177,47.83252230332528,38
30,expected,0.07315886169793928,359.8325223033253,38
30,expected,-0.030329053764896453,401.8325223033253,38
30,expected,0.09619210245302656,808.8325223033253,38
30,expected,-0.03525634701566856,280.8325223033253,38
30,expected,0.06002348508468906,-98.16747769667472,38
30,expected,-0.07873719465229718,-83.16747769667472,38
30,expected,0.06327256219092518,62.83252230332528,38
30,unexpected,0.10037121887227096,1176.8325223033253,38
30,expected,-0.058992946909852906,-11.167477696674723,38
30,expected,-0.04642125401290378,755.8325223033253,38
30,expected,0.0791134399578322,187.83252230332528,38
30,expected,0.03170131980245383,484.8325223033253,38
30,expected,0.00095254505204867,284.8325223033253,38
30,expected,0.08484042775863876,332.8325223033253,38
30,expected,-0.04513893319092142,62.83252230332528,38
30,expected,0.03840719105662012,773.8325223033253,38
30,expected,0.11266664433151807,772.8325223033253,38
30,unexpected,0.05407222530841045,727.8325223033253,38
30,expected,0.24088410556052864,20.832522303325277,38
30,expected,-0.13066793341938893,340.8325223033253,38
30,expected,0.16780268329479994,961.8325223033253,38
30,expected,-0.1251008797402467,-177.16747769667472,38
30,unexpected,0.13111241671474186,326.8325223033253,38
30,expected,0.1005086917866191,-429.1674776966747,38
30,expected,-0.09561764919846576,-45.16747769667472,38
30,expected,0.10279688973079248,331.8325223033253,38
30,expected,0.04894272904484791,651.8325223033253,38
30,expected,0.09051211622565059,432.8325223033253,38
30,expected,-0.017762381819966543,-51.16747769667472,38
30,expected,0.001974175629865593,292.8325223033253,38
30,expected,0.08534820374122946,-27.167477696674723,38
30,expected,-0.07554238337361849,24.832522303325277,38
30,unexpected,0.08449783520962888,148.83252230332528,38
30,expected,0.010613894739430441,-98.16747769667472,38
30,expected,0.005440757953108166,42.83252230332528,38
30,expected,0.07429976177234114,134.83252230332528,38
30,expected,-0.005314555665020082,554.8325223033253,38
30,expected,0.06770014682419641,493.8325223033253,38
30,unexpected,-0.05357503543255797,-69.16747769667472,38
30,expected,0.05089681603460257,-23.167477696674723,38
30,expected,0.012686774317145044,377.8325223033253,38
30,expected,-0.03447724439499655,-97.16747769667472,38
30,expected,0.06761061923060038,527.8325223033253,38
30,expected,0.019921607552966458,456.8325223033253,38
30,expected,0.196433634422816,-406.1674776966747,38
30,expected,-0.04047244316463074,134.83252230332528,38
30,expected,0.20089729188487854,109.83252230332528,38
30,expected,0.05887494597659284,695.8325223033253,38
30,expected,0.12112392016377252,320.8325223033253,38
30,expected,-0.05703268869236835,96.83252230332528,38
30,expected,-0.039959226117601346,-78.16747769667472,38
30,expected,0.04283471007651509,411.8325223033253,38
30,expected,-0.03193824774749312,-91.16747769667472,38
30,expected,0.001967699446230764,-61.16747769667472,38
30,expected,-0.07987332597994708,102.83252230332528,38
30,expected,0.020532184160573275,226.83252230332528,38
30,expected,0.014661662876132775,-109.16747769667472,38
30,expected,0.024517434183683396,-166.16747769667472,38
30,expected,0.057440051681389104,323.8325223033253,38
30,expected,0.0008757128525199942,71.83252230332528,38
30,unexpected,0.05921727520976781,-127.16747769667472,38
30,expected,0.007833295141323892,-100.16747769667472,38
30,unexpected,-0.05005977248894591,124.83252230332528,38
30,expected,0.06562082208837028,9.832522303325277,38
30,expected,-0.0036217675404202508,-57.16747769667472,38
30,expected,0.029015813929633483,-168.16747769667472,38
30,expected,0.07576860039001723,771.8325223033253,38
30,expected,0.02633268059180045,-21.167477696674723,38
30,expected,0.06389316931601927,287.8325223033253,38
30,expected,-0.10245204290211465,28.832522303325277,38
30,expected,0.08605347237736191,188.83252230332528,38
30,expected,0.07298818791963853,108.83252230332528,38
30,unexpected,-0.019944690391060903,428.8325223033253,38
30,expected,0.03139649501175636,-81.16747769667472,38
30,unexpected,-0.02849544601813876,-92.16747769667472,38
30,expected,0.2081655112990921,8.832522303325277,38
30,unexpected,0.056663469414499845,869.8325223033253,38
30,expected,-0.13972821308878713,19.832522303325277,38
30,expected,0.060963363583918004,-66.16747769667472,38
30,expected,0.0048245945056431426,755.8325223033253,38
30,unexpected,-0.1355002293744397,-85.16747769667472,38
30,expected,0.010175206034414108,561.8325223033253,38
30,expected,0.02511782143068162,49.83252230332528,38
30,expected,-0.02028380882158607,-85.16747769667472,38
30,expected,0.24156210033695286,-98.16747769667472,38
30,unexpected,-0.058445161437906415,347.8325223033253,38
30,expected,0.10596602204005005,3.832522303325277,38
30,expected,0.05047578186495487,485.8325223033253,38
30,expected,0.08696141492964142,441.8325223033253,38
30,unexpected,0.009927196256998316,-71.16747769667472,38
30,expected,-0.06898777396280935,-44.16747769667472,38
30,expected,0.006340546515631163,43.83252230332528,38
30,expected,0.03161377883442116,18.832522303325277,38
30,expected,-0.030614487833641492,436.8325223033253,38
30,expected,0.053450467508697266,837.8325223033253,38
30,expected,-0.008279546858205311,-53.16747769667472,38
30,expected,-0.08079163165268297,99.83252230332528,38
30,expected,0.11131960645989514,26.832522303325277,38
30,expected,-0.012746442130913804,-48.16747769667472,38
30,expected,0.04441731501701489,6.832522303325277,38
30,expected,-0.011539669928549046,-96.16747769667472,38
30,expected,0.09030981292960916,-140.16747769667472,38
30,expected,-0.017390951197976713,-236.16747769667472,38
30,expected,0.061950534267088034,-162.16747769667472,38
30,expected,0.14137445405827168,-230.16747769667472,38
30,expected,0.0662785589874018,449.8325223033253,38
30,unexpected,0.07118334510656088,232.83252230332528,38
30,expected,-0.06787943615008381,392.8325223033253,38
30,expected,0.023011436322100964,-63.16747769667472,38
30,expected,-0.05257046045530274,-3.167477696674723,38
30,expected,-0.03641149779657247,-35.16747769667472,38
30,expected,0.008516509391274818,-99.16747769667472,38
30,expected,nan,232.83252230332528,38
30,expected,0.2294067040542414,-137.16747769667472,38
30,expected,0.13360058528280444,1011.8325223033253,38
30,expected,-0.003927299053478039,510.8325223033253,38
30,expected,0.019277104899793018,-217.16747769667472,38
30,expected,-0.0462661329470551,-123.16747769667472,38
30,expected,0.10445409838354114,135.83252230332528,38
30,unexpected,0.13661053329021594,-134.16747769667472,38
30,expected,-0.013683279814793359,225.83252230332528,38
30,expected,0.08994586924149335,57.83252230332528,38
30,expected,0.019709421431089336,32.83252230332528,38
30,expected,0.061696305536503224,208.83252230332528,38
30,unexpected,-0.13432231237204312,57.83252230332528,38
30,expected,0.05380353602588652,87.83252230332528,38
30,expected,-0.06405715272451981,311.8325223033253,38
30,expected,0.006305575874048319,-82.16747769667472,38
30,expected,-0.02468695042352098,216.83252230332528,38
30,expected,0.13825842328886684,453.8325223033253,38
